Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential
ACRI10,,Acacia richii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRI6,,Acacia rigens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRI,,Acacia rigidula,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRI7,,Acacia rivalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRO5,,Acacia robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRO,,Acacia roemeriana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRO6,,Acacia rossei,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRU11,,Acacia rubida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRU12,,Acacia rupicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSA9,,Acacia saliciformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSA10,,Acacia salicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSA,,Acacia saligna,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC2,,Acacia schaffneri,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSCB,,Acacia schaffneri var. bravoensis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSCS2,,Acacia schaffneri var. schaffneri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC,,Acacia schottii,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC9,,Acacia schweinfurthii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC10,,Acacia sclerosperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC12,,Acacia scleroxyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSE6,,Acacia senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSER2,,Acacia senegal var. rostrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSE7,,Acacia seyal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSI7,,Acacia sieberiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSIW2,,Acacia sieberiana var. woodii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSI5,,Acacia silvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSO4,,Acacia sophorae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSP9,,Acacia spectabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSP4,,Acacia sphaerocephala,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACST5,,Acacia stenophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACST8,,Acacia stowardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACST6,,Acacia stricta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSU9,,Acacia suaveolens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSU11,,Acacia sublanata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSU10,,Acacia subulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSW2,,Acacia swazica,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTE9,,Acacia terminalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTE8,,Acacia tetragonophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTO6,,Acacia tortilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTOH2,,Acacia tortilis ssp. heteracantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTOS2,,Acacia tortilis ssp. spirocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTO,,Acacia tortuosa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR6,,Acacia trineura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUL2,,Acacia ulicifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUN2,,Acacia uncinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUN3,,Acacia undulifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUR2,,Acacia urophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVE5,,Acacia verniciflua,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVE2,,Acacia verticillata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVI7,,Acacia victoriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVI9,,Acacia viscidula,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVI10,,Acacia visco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVO,,Acacia vogeliana,"Shrub, Tree, Vine",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACWA3,,Acacia wattsiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACWI2,,Acacia willardiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACXA3,,Acacia xanthophloea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAEN,,Acaena,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEX,,Acaena exigua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMY3,,Acaena myriophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNO7,,Acaena novae-zelandiae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPA14,,Acaena pallida,Forb/herb,STATE,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPI3,,Acaena pinnatifida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPIC2,,Acaena pinnatifida var. californica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACALY,,Acalypha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL2,,Acalypha alopecuroidea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAM2,,Acalypha amentacea,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAMW,,Acalypha amentacea ssp. wilkesiana,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAR16,,Acalypha arvensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAU6,,Acalypha australis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBE2,,Acalypha berteriana,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBI3,,Acalypha bisetosa,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA3,,Acalypha californica,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCH2,,Acalypha chamaedryfolia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACDE4,,Acalypha deamii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGR2,,Acalypha gracilens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHI2,,Acalypha hispida,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIN12,,Acalypha indica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACME7,,Acalypha mexicana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMO4,,Acalypha monococca,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMO,,Acalypha monostachya,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNE,,Acalypha neomexicana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOS,,Acalypha ostryifolia,Forb/herb,"KY, SWSS",,,,,,,,,,,,,,,,,,,,,,,,,,
ACPH3,,Acalypha phleoides,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPO,,Acalypha poiretii,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPO4,,Acalypha portoricensis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRA,,Acalypha radians,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRH,,Acalypha rhomboidea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSE,,Acalypha setosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVI,,Acalypha virginica,Forb/herb,"N'EAST, SWSS",None,High,No,Rapid,,3,,None,No,Yes,No,Medium,5.9,7,4800,13,60,6,Intermediate,33,No Known Source,Yes,No,Low,Low,Low
ACAMP,,Acamptopappus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSH,,Acamptopappus shockleyi,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSP,,Acamptopappus sphaerocephalus,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSPH,,Acamptopappus sphaerocephalus var. hirtellus,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSPS2,,Acamptopappus sphaerocephalus var. sphaerocephalus,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACANT6,,Acanthocereus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTE4,,Acanthocereus tetragonus,"Vine, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACANT2,,Acanthomintha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACDU2,,Acanthomintha duttonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIL,,Acanthomintha ilicifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACLA2,,Acanthomintha lanceolata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOB,,Acanthomintha obovata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOBC,,Acanthomintha obovata ssp. cordata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOBO,,Acanthomintha obovata ssp. obovata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACANT3,,Acanthospermum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAU2,,Acanthospermum australe,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHI,,Acanthospermum hispidum,Forb/herb,SWSS,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHU,,Acanthospermum humile,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACANT7,,Acanthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEB3,,Acanthus ebracteatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMO8,,Acanthus mollis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPO10,,Acanthus polystachyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPOP,,Acanthus polystachyus var. pseudopubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSP7,,Acanthus spinosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSY,,Acanthus syriacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACARO2,,Acarospora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAE,,Acarospora aeruginosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL13,,Acarospora albomarginata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAM5,,Acarospora americana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAM7,,Acarospora amphibola,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAP,,Acarospora applanata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAR8,,Acarospora arenacea,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAR9,,Acarospora arenosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAS3,,Acarospora asahinae,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAS4,,Acarospora asperata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBA4,,Acarospora badiofusca,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBU2,,Acarospora bullata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA14,,Acarospora caesiofusca,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA15,,Acarospora californica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA16,,Acarospora canadensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA17,,Acarospora carnegiei,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCE,,Acarospora cervina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCI2,,Acarospora cinereoalba,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCI4,,Acarospora citrina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCL6,,Acarospora clauzadeana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCO10,,Acarospora coloradiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCO11,,Acarospora complanata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACDE9,,Acarospora desolata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACDI4,,Acarospora dispersa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEL2,,Acarospora elevata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACFU2,,Acarospora fuscata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACFU3,,Acarospora fuscescens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGA2,,Acarospora gallica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGE4,,Acarospora geogena,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGL2,,Acarospora glaucocarpa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHA3,,Acarospora hassei,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHE6,,Acarospora heppii,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHE7,,Acarospora heufleriana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHI6,,Acarospora hilaris,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIM2,,Acarospora immersa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIM3,,Acarospora impressula,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIN5,,Acarospora instrata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIN6,,Acarospora interjecta,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIN7,,Acarospora interposita,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACIN8,,Acarospora interspersa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMA10,,Acarospora macrospora,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMO6,,Acarospora molybdina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNE7,,Acarospora nevadensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNI6,,Acarospora nigromarginata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNI7,,Acarospora nitida,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNO6,,Acarospora nodulosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNON,,Acarospora nodulosa var. nodulosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOB4,,Acarospora obnubila,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOB5,,Acarospora obpallens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOL,,Acarospora oligospora,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPA7,,Acarospora particularis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPE6,,Acarospora peliscypha,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPE7,,Acarospora peltastica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPY2,,Acarospora pyrenopsoides,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRA4,,Acarospora radicata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRE7,,Acarospora reagens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRU5,,Acarospora rugulosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSA6,,Acarospora saepincola,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC4,,Acarospora scabrida,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC5,,Acarospora schleicheri,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC6,,Acarospora scotica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSI4,,Acarospora sinopica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSM2,,Acarospora smaragdula,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSO2,,Acarospora socialis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSP6,,Acarospora sparsa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACST2,,Acarospora stapfiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACST3,,Acarospora strigata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSU5,,Acarospora succedens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSU6,,Acarospora superfusa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTE5,,Acarospora tenebrica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTE6,,Acarospora terricola,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTH4,,Acarospora thamnina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTH5,,Acarospora thelococcoides,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTH6,,Acarospora thermophila,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTO4,,Acarospora tongleti,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTU2,,Acarospora tucsonensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUT,,Acarospora utahensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVE4,,Acarospora veronensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACWA2,,Acarospora washingtonensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAUL,,Acaulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMU5,,Acaulon muticum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMUM,,Acaulon muticum var. muticum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMUR,,Acaulon muticum var. rufescens,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSC8,,Acaulon schimperianum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR4,,Acaulon triquetrum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACER,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBU4,,Acer buergerianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA5,,Acer campestre,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCI,,Acer circinatum,"Tree, Shrub, Vine",,None,High,No,Moderate,15,20,Long,None,Yes,Yes,Yes,Medium,5.5,7.5,1100,24,80,24,Tolerant,-13,No Known Source,Yes,No,Medium,,
ACCI5,,Acer cissifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACDI12,,Acer diabolicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACFL,,Acer floridanum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACFR,,Acer ×freemanii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGI,,Acer ginnala,"Tree, Shrub",WI,None,High,No,Rapid,15,20,Moderate,None,Yes,Yes,No,Medium,6.1,7.5,700,30,60,24,Intermediate,-38,Routinely Available,Yes,No,Low,Low,
ACGL,,Acer glabrum,"Tree, Shrub",,None,High,No,Rapid,15,30,Moderate,None,Yes,Yes,No,Low,5.8,7.5,1200,9,60,24,Intermediate,-43,Routinely Available,Yes,No,Medium,Low,
ACGLD3,,Acer glabrum var. diffusum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGLD4,,Acer glabrum var. douglasii,"Tree, Shrub",,None,High,No,Moderate,20,30,Moderate,None,Yes,Yes,No,Medium,5.5,7.5,2700,16,50,24,Tolerant,-13,Contracting Only,Yes,No,Medium,Medium,Low
ACGLG2,,Acer glabrum var. glabrum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGLG,,Acer glabrum var. greenei,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGLN2,,Acer glabrum var. neomexicanum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGLT2,,Acer glabrum var. torreyi,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGR3,,Acer grandidentatum,"Tree, Shrub",,None,High,No,Moderate,20,38,Short,None,Yes,Yes,Yes,Medium,6,8,1100,16,30,24,Intermediate,-31,Routinely Available,Yes,No,Low,,
ACGRG,,Acer grandidentatum var. grandidentatum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGRS,,Acer grandidentatum var. sinuosum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACGR14,,Acer griseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACJA2,,Acer japonicum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACLE,,Acer leucoderme,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACLE2,,Acer leucoderme × saccharum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACMA3,,Acer macrophyllum,Tree,,None,High,Yes,Rapid,30,60,Moderate,None,Yes,Yes,Yes,Medium,4.8,7.2,700,22,260,24,Intermediate,-14,Contracting Only,Yes,No,High,Low,
ACNE2,,Acer negundo,Tree,N'EAST,None,High,Yes,Rapid,35,60,Short,None,Yes,Yes,Yes,Medium,5,7.8,1200,15,75,40,Tolerant,-46,Routinely Available,Yes,No,Low,Low,Low
ACNEA,,Acer negundo var. arizonicum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNEC2,,Acer negundo var. californicum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNEI2,,Acer negundo var. interius,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNEN,,Acer negundo var. negundo,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNET,,Acer negundo var. texanum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNEV,,Acer negundo var. violaceum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACNI5,,Acer nigrum,Tree,,None,High,No,Moderate,28,100,Moderate,None,Yes,Yes,Yes,Medium,4.5,7.3,700,24,60,30,Tolerant,-47,No Known Source,Yes,No,Medium,,
ACOP3,,Acer opalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACOPO,,Acer opalus ssp. obtusatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPA2,,Acer palmatum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACPE,,Acer pensylvanicum,"Tree, Shrub",,None,High,No,Slow,25,35,Short,None,Yes,Yes,No,Low,4.4,6.5,1100,24,76,28,Tolerant,-47,No Known Source,Yes,No,High,Medium,
ACPL,,Acer platanoides,Tree,"N'EAST, WI",None,High,Yes,Rapid,25,50,Moderate,None,No,Yes,No,Medium,4.8,7.2,700,32,50,40,Intermediate,-28,Routinely Available,Yes,No,Low,Low,
ACPS,,Acer pseudoplatanus,Tree,STATE,None,High,No,Moderate,60,70,Moderate,None,No,Yes,Yes,Medium,5.8,7,700,32,60,48,Intolerant,-23,No Known Source,Yes,No,Low,Low,Low
ACRU,,Acer rubrum,Tree,N'EAST,None,High,Yes,Rapid,35,68,Short,None,Yes,Yes,Yes,High,4.7,7.3,1200,25,80,30,Intermediate,-47,Routinely Available,Yes,No,Medium,Low,Low
ACRUD,,Acer rubrum var. drummondii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRUR,,Acer rubrum var. rubrum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACRUT,,Acer rubrum var. trilobum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSA2,,Acer saccharinum,Tree,,None,High,Yes,Rapid,45,90,Moderate,None,Yes,Yes,Yes,Medium,4,7.3,700,20,70,32,Intermediate,-47,Routinely Available,Yes,No,Low,Low,Low
ACSA3,,Acer saccharum,"Tree, Shrub",,None,High,No,Slow,20,100,Long,None,Yes,Yes,No,Medium,3.7,7.9,700,22,80,40,Tolerant,-47,Routinely Available,Yes,No,Medium,,
ACSAS,,Acer saccharum var. saccharum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSAS2,,Acer saccharum var. schneckii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSP2,,Acer spicatum,"Tree, Shrub",,None,High,Yes,Moderate,25,25,Moderate,None,No,Yes,No,Medium,4.8,7,1100,30,70,32,Tolerant,-47,No Known Source,Yes,No,Medium,Low,Low
ACTA80,,Acer tataricum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAT2,,Acer tataricum var. torminaloides,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACHIL,,Achillea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAE2,,Achillea aegyptiaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAG,,Achillea ageratifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAG3,,Achillea ageratum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL17,,Achillea alpina,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACBI6,,Achillea biserrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCA29,,Achillea cartilaginea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCH6,,Achillea chrysocoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCL3,,Achillea clavennae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCL4,,Achillea clusiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
